Xmov		 Ymov		 Wmov
5.0049734	-3.3163186E-4
5.007459	-7.212834E-4
5.009946	-0.001260303
5.012431	-0.0019486096
5.014916	-0.002786119
5.017401	-0.00377275
5.019885	-0.004908419
5.0223694	-0.006193041
5.0248523	-0.0076265326
5.027334	-0.009208808
5.0298157	-0.010939782
5.032295	-0.012819366
5.034774	-0.01484748
5.037251	-0.017024029
5.039726	-0.01934893
5.0421996	-0.021822087
5.044671	-0.02444342
5.0471396	-0.027212834
5.0496063	-0.03013024
5.0520697	-0.033195544
5.054529	-0.03640865
5.0569854	-0.03976947
5.0594387	-0.043277908
5.0618873	-0.046933874
5.0643315	-0.050737258
5.06677	-0.05468797
5.0692043	-0.058785908
5.0716324	-0.06303098
5.0740542	-0.06742309
5.0764704	-0.07196212
5.07888	-0.07664797
5.0812826	-0.08148053
5.0836763	-0.08645971
5.086063	-0.09158538
5.088441	-0.09685744
5.0908093	-0.1022758
5.0931687	-0.107840315
5.0955176	-0.11355088
5.0978565	-0.11940738
5.1001844	-0.1254097
5.1025	-0.13155772
5.1048036	-0.13785131
5.1070943	-0.14429036
5.109373	-0.15087472
5.111636	-0.15760426
5.1138864	-0.1644789
5.11612	-0.17149842
5.1183395	-0.17866275
5.120541	-0.18597172
5.1227274	-0.19342522
5.124894	-0.20102307
5.127044	-0.20876516
5.1291747	-0.2166513
5.1312847	-0.22468138
5.133376	-0.23285519
5.135445	-0.24117261
5.1374927	-0.24963345
5.1395183	-0.2582376
5.14152	-0.26698482
5.1434975	-0.27587494
5.1454506	-0.28490785
5.147378	-0.29408336
5.1492786	-0.3034012
5.151153	-0.3128612
5.1529984	-0.32246327
5.154816	-0.33220714
5.156603	-0.34209263
5.15836	-0.35211948
5.1600857	-0.36228752
5.161779	-0.37259656
5.1634393	-0.3830464
5.1650662	-0.3936367
5.1666574	-0.4043673
5.168213	-0.41523802
5.1697316	-0.42624855
5.1712136	-0.43739864
5.1726565	-0.44868812
5.17406	-0.46011668
5.1754227	-0.47168404
5.176745	-0.48338994
5.178025	-0.49523413
5.1792603	-0.50721645
5.1804514	-0.51933634
5.181598	-0.53159374
5.1826987	-0.54398835
5.183751	-0.5565197
5.1847553	-0.5691876
5.1857104	-0.5819917
5.1866155	-0.5949317
5.187468	-0.6080073
5.1882687	-0.62121814
5.1890154	-0.6345638
5.189708	-0.64804417
5.1903443	-0.66165864
5.1909237	-0.67540693
5.1914454	-0.6892887
5.1919084	-0.70330346
5.1923113	-0.7174509
5.192652	-0.73173076
5.19293	-0.74614245
5.193146	-0.7606857
5.1932964	-0.77535987
5.1933804	-0.79016477
5.193398	-0.80509984
5.193348	-0.8201647
5.193228	-0.83535886
5.193037	-0.8506818
5.1927743	-0.86613315
5.1924396	-0.88171244
5.192031	-0.8974192
5.1915464	-0.9132527
5.190985	-0.92921275
5.1903462	-0.9452987
5.189629	-0.9615099
5.188831	-0.97784597
5.1879516	-0.99430627
5.18699	-1.0108904
5.1859436	-1.0275977
5.184813	-1.0444274
5.1835957	-1.0613793
5.18229	-1.0784527
5.1808963	-1.0956467
5.1794124	-1.112961
5.177837	-1.1303949
5.176168	-1.1479478
5.1744056	-1.1656188
5.1725483	-1.1834073
5.1705937	-1.2013129
